interval_start,interval,geography_type,geography_key,binned.trip_start.count
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371113021,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371113022,46
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371113022,90
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371113022,35
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371113022,25
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371113022,49
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371113022,76
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371114001,7
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371114001,7
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371114001,6
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371114001,5
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371114002,8
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371114003,6
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371114003,5
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371114003,8
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371114003,16
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371131011,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371131011,11
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371131012,6
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371131021,5
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371131022,9
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371132131,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371132312,5
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371132321,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371132322,6
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371132322,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371132322,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371132331,12
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371132331,18
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,10
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,7
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,7
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,14
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,21
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,19
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,13
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371132332,6
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371132332,10
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371132333,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371132333,7
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371132333,24
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371132333,11
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371132333,7
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371132333,5
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371132341,11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,15
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,24
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,6
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,10
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,18
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,20
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,26
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371132342,31
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371132342,13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371132371,25
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371132371,16
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371132371,12
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371132371,11
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371132371,13
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371132371,11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,6
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,12
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,14
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,20
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,83
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,146
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,17
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371133012,5
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371133012,5
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371133012,16
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371133032,11
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371133032,31
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371133032,10
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371133032,19
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371133032,9
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371133032,17
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371133211,6
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371133211,8
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371133212,7
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371133222,12
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371134011,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371134011,39
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371134011,33
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371134011,6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371134012,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371134013,7
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371134013,7
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371134211,8
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371134211,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371134211,6
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371134212,8
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371134212,19
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371134212,16
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371134212,11
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371134212,13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371134213,14
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371134213,14
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371134213,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371134213,6
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371134213,6
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371134213,5
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371134213,5
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371134221,11
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371134222,13
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371134222,7
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371134222,6
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371134222,8
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371134222,8
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371134222,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371134224,11
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371134224,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371151011,6
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371151011,17
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371151011,45
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371151011,54
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371151011,17
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371151011,12
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371151011,13
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371151012,97
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371151012,24
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371151012,35
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371151012,6
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371151012,9
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371151012,6
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371151012,37
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371151013,31
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371151013,35
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371151013,10
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,34
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,78
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,26
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,314
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,1429
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,2128
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,25
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371151031,368
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371151031,237
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371151031,239
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371151031,379
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371151041,58
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371151041,134
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371151041,136
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371151041,44
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371151041,21
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371151041,27
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371151041,71
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371151042,8
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371151042,118
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371151042,591
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371151042,498
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371151042,85
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371151042,67
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371151042,79
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371151042,135
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371152011,7
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371152011,53
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371152011,507
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371152011,468
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371152011,122
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371152011,113
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371152011,92
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371152011,143
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371152012,10
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371152012,12
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371152012,18
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371152012,133
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371152012,324
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371152012,5
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371152012,68
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371152012,52
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371152012,91
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371152012,124
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371152013,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371152013,118
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371152013,141
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371152013,35
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371152013,38
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371152013,46
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371152013,67
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,7
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,16
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,76
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,352
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,464
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,5
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371152021,112
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371152021,88
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371152021,107
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371152021,161
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371152022,7
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371152022,9
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371152022,90
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371152022,333
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371152022,335
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371152022,97
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371152022,59
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371152022,76
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371152022,87
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371152023,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371152023,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371152023,116
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371152023,134
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371152023,42
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371152023,34
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371152023,38
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371152023,68
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371153011,12
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371153011,7
